frequency_hz,1782605969288_blow_normal_event1_peak2.116s_dbfs,1782605969288_blow_normal_event2_peak3.548s_dbfs,1782605969288_blow_normal_event3_peak4.710s_dbfs,1782605956239_blow_close_event1_peak0.926s_dbfs,1782605956239_blow_close_event2_peak2.629s_dbfs,1782605956239_blow_close_event3_peak4.246s_dbfs,1782605976563_blow_normal_event1_peak0.764s_dbfs,1782605976563_blow_normal_event2_peak1.850s_dbfs,1782605976563_blow_normal_event3_peak3.146s_dbfs,1658418658392_blow_close_event1_peak0.904s_dbfs,1658418658392_blow_close_event2_peak2.202s_dbfs,1658418658392_blow_close_event3_peak3.530s_dbfs,1658418658392_blow_close_event4_peak4.943s_dbfs,1658418658392_blow_close_event5_peak6.390s_dbfs,1782608588636_blow_normal_event1_peak3.313s_dbfs,1782608588636_blow_normal_event2_peak4.431s_dbfs,1782608588636_blow_normal_event3_peak5.546s_dbfs,1782608596442_blow_normal_event1_peak1.342s_dbfs,1782608600090_blow_normal_event1_peak1.465s_dbfs,1782608602965_blow_normal_event1_peak1.012s_dbfs,1782608605517_blow_normal_event1_peak1.450s_dbfs,1782608608865_blow_normal_event1_peak1.042s_dbfs,1782608611657_blow_normal_event1_peak1.081s_dbfs,1782608614338_blow_normal_event1_peak0.897s_dbfs,1782608616573_blow_normal_event1_peak1.126s_dbfs,1782608618931_blow_normal_event1_peak0.969s_dbfs,1782608645573_blow_normal_event1_peak1.074s_dbfs,1782608649116_blow_normal_event1_peak0.873s_dbfs,1782608657180_blow_normal_event1_peak1.144s_dbfs,1782608662652_blow_normal_event1_peak1.139s_dbfs,1782608664944_blow_normal_event1_peak0.935s_dbfs,1782608667017_blow_normal_event1_peak1.003s_dbfs,1782608668892_blow_normal_event1_peak1.012s_dbfs,1782608670794_blow_normal_event1_peak0.934s_dbfs,1782608672740_blow_normal_event1_peak0.992s_dbfs,1782608677735_blow_normal_event1_peak0.843s_dbfs,1782608679544_blow_normal_event1_peak0.746s_dbfs,1782605969288_blow_normal_event1_peak2.116s_normalized_db,1782605969288_blow_normal_event2_peak3.548s_normalized_db,1782605969288_blow_normal_event3_peak4.710s_normalized_db,1782605956239_blow_close_event1_peak0.926s_normalized_db,1782605956239_blow_close_event2_peak2.629s_normalized_db,1782605956239_blow_close_event3_peak4.246s_normalized_db,1782605976563_blow_normal_event1_peak0.764s_normalized_db,1782605976563_blow_normal_event2_peak1.850s_normalized_db,1782605976563_blow_normal_event3_peak3.146s_normalized_db,1658418658392_blow_close_event1_peak0.904s_normalized_db,1658418658392_blow_close_event2_peak2.202s_normalized_db,1658418658392_blow_close_event3_peak3.530s_normalized_db,1658418658392_blow_close_event4_peak4.943s_normalized_db,1658418658392_blow_close_event5_peak6.390s_normalized_db,1782608588636_blow_normal_event1_peak3.313s_normalized_db,1782608588636_blow_normal_event2_peak4.431s_normalized_db,1782608588636_blow_normal_event3_peak5.546s_normalized_db,1782608596442_blow_normal_event1_peak1.342s_normalized_db,1782608600090_blow_normal_event1_peak1.465s_normalized_db,1782608602965_blow_normal_event1_peak1.012s_normalized_db,1782608605517_blow_normal_event1_peak1.450s_normalized_db,1782608608865_blow_normal_event1_peak1.042s_normalized_db,1782608611657_blow_normal_event1_peak1.081s_normalized_db,1782608614338_blow_normal_event1_peak0.897s_normalized_db,1782608616573_blow_normal_event1_peak1.126s_normalized_db,1782608618931_blow_normal_event1_peak0.969s_normalized_db,1782608645573_blow_normal_event1_peak1.074s_normalized_db,1782608649116_blow_normal_event1_peak0.873s_normalized_db,1782608657180_blow_normal_event1_peak1.144s_normalized_db,1782608662652_blow_normal_event1_peak1.139s_normalized_db,1782608664944_blow_normal_event1_peak0.935s_normalized_db,1782608667017_blow_normal_event1_peak1.003s_normalized_db,1782608668892_blow_normal_event1_peak1.012s_normalized_db,1782608670794_blow_normal_event1_peak0.934s_normalized_db,1782608672740_blow_normal_event1_peak0.992s_normalized_db,1782608677735_blow_normal_event1_peak0.843s_normalized_db,1782608679544_blow_normal_event1_peak0.746s_normalized_db
521.961751,-51.461580,-65.727112,-75.323111,-60.017330,-58.505117,-60.944755,-83.063952,-70.709907,-57.346335,-75.817600,-80.620780,-73.419176,-79.964329,-86.200307,-67.996755,-60.989442,-64.149199,-51.755069,-47.808206,-53.590191,-53.693935,-51.750716,-59.763114,-77.706174,-74.189847,-64.556646,-47.829884,-68.963664,-50.022194,-39.377779,-37.302138,-63.641123,-65.915842,-53.229988,-67.792861,-82.099739,-66.365401,-23.239518,-23.318278,-26.718148,-25.373889,-25.870621,-24.954519,-35.751299,-27.003068,-19.960334,-25.301661,-24.502873,-10.672119,-16.436588,-31.996439,-35.939569,-24.009673,-34.137010,-21.988362,-11.113338,-19.618040,-16.997118,-18.561198,-24.669461,-44.335955,-32.415422,-27.054272,-23.224542,-23.852925,-21.194802,-12.057198,-4.916593,-23.673073,-18.461025,-24.334524,-22.762571,-37.389147,-22.624083
578.596998,-54.773193,-65.584911,-94.857109,-72.285827,-56.337120,-59.402893,-87.058001,-66.139344,-72.197938,-76.846297,-69.780863,-80.603465,-78.003847,-80.597552,-66.246790,-62.051115,-62.378046,-70.664636,-56.387973,-48.987359,-63.473883,-58.985130,-59.818651,-62.983735,-74.161489,-85.205573,-45.221075,-71.380690,-49.159672,-48.157131,-43.569527,-60.609761,-75.524342,-44.548547,-67.656119,-69.958442,-69.189312,-26.551130,-23.176077,-46.252147,-37.642386,-23.702624,-23.412656,-39.745349,-22.432505,-34.811936,-26.330357,-13.662956,-17.856408,-14.476107,-26.393684,-34.189604,-25.071346,-32.365857,-40.897929,-19.693105,-15.015208,-26.777066,-25.795612,-24.724999,-29.613515,-32.387064,-47.703200,-20.615733,-26.269951,-20.332280,-20.836550,-11.183983,-20.641712,-28.069525,-15.653083,-22.625829,-25.247850,-25.447994
641.377430,-54.625982,-86.581820,-87.085341,-77.795913,-58.995252,-55.737495,-90.309524,-74.578599,-74.099066,-72.328753,-80.462034,-80.557144,-80.170618,-77.815320,-67.998673,-63.748351,-75.433193,-59.071890,-62.123092,-54.334207,-56.869320,-51.346053,-62.425139,-71.383492,-75.135410,-73.877300,-42.218863,-76.046698,-53.061247,-64.795900,-57.566332,-66.833376,-73.031877,-49.346934,-86.508031,-74.399123,-71.808835,-26.403920,-44.172986,-38.480378,-43.152472,-26.360756,-19.747258,-42.996871,-30.871760,-36.713064,-21.812813,-24.344127,-17.810088,-16.642878,-23.611452,-35.941487,-26.768582,-45.421005,-29.305183,-25.428224,-20.362056,-20.172503,-18.156534,-27.331487,-38.013272,-33.360984,-36.374926,-17.613522,-30.935959,-24.233855,-37.475319,-25.180787,-26.865326,-25.577059,-20.451469,-41.477741,-29.688531,-28.067517
710.969826,-46.700161,-82.144812,-95.896590,-63.416692,-59.726519,-61.124907,-88.431702,-76.657801,-64.473613,-80.357127,-82.721571,-77.457108,-85.090297,-89.766451,-73.352563,-63.205969,-65.221349,-59.869053,-59.401369,-53.325404,-65.953275,-55.619627,-60.973320,-68.825742,-78.047915,-77.161335,-49.578581,-78.444328,-52.285541,-44.762305,-57.583870,-69.249353,-83.726712,-47.747012,-74.509702,-74.216196,-74.772276,-18.478099,-39.735978,-47.291627,-28.773251,-27.092023,-25.134671,-41.119049,-32.950962,-27.087612,-29.841187,-26.603664,-14.710051,-21.562557,-35.562583,-41.295376,-26.226200,-35.209160,-30.102346,-22.706501,-19.353253,-29.256458,-22.430109,-25.879667,-35.455523,-36.273490,-39.658961,-24.973239,-33.333589,-23.458149,-17.441724,-25.198326,-29.281304,-36.271894,-18.851547,-29.479413,-29.505604,-31.030958
788.113318,-47.309180,-83.193109,-92.440537,-69.803021,-64.994406,-62.236409,-101.633180,-80.613554,-88.476433,-83.678685,-84.478469,-82.566946,-80.840270,-91.959629,-73.280825,-66.484666,-74.472487,-62.799056,-56.597077,-50.984450,-66.794328,-56.917963,-74.135390,-81.186818,-92.678699,-89.730483,-50.154710,-108.184330,-61.544640,-63.424771,-57.258591,-77.909046,-82.193115,-49.648651,-76.332947,-96.588154,-79.192617,-19.087118,-40.784275,-43.835575,-35.159580,-32.359909,-26.246172,-54.320527,-36.906714,-51.090432,-33.162746,-28.360562,-19.819889,-17.312530,-37.755761,-41.223639,-29.504897,-44.460298,-33.032349,-19.902209,-17.012299,-30.097511,-23.728445,-39.041737,-47.816599,-50.904274,-52.228109,-25.549368,-63.073591,-32.717248,-36.104189,-24.873046,-37.940997,-34.738298,-20.753187,-31.302658,-51.877562,-35.451299
873.627232,-55.395436,-83.180186,-92.649866,-71.687102,-62.382274,-64.837471,-89.927474,-92.453906,-80.583476,-79.828279,-81.188140,-86.284167,-85.120659,-95.295269,-79.299469,-72.108545,-75.939170,-65.623660,-64.327276,-55.139423,-71.197072,-71.427476,-66.731781,-74.693563,-88.794007,-85.792673,-54.558942,-81.379672,-63.096255,-48.701635,-55.477961,-78.000264,-77.601384,-62.240753,-85.337385,-94.416004,-73.462023,-27.173374,-40.771352,-44.044903,-37.043662,-29.747778,-28.847234,-42.614821,-48.747066,-43.197474,-29.312340,-25.070233,-23.537111,-21.592918,-41.091401,-47.242282,-35.128776,-45.926982,-35.856953,-27.632408,-21.167272,-34.500255,-38.237958,-31.638128,-41.323343,-47.019582,-48.290299,-29.953601,-36.268933,-34.268863,-21.381054,-23.092416,-38.032215,-30.146567,-33.345289,-40.307096,-49.705412,-29.720705
968.419798,-55.291401,-79.100389,-91.122044,-77.822855,-65.918396,-86.781906,-93.570818,-115.036714,-81.058868,-82.371634,-76.493534,-91.509333,-89.910952,-87.032968,-91.446028,-85.912397,-85.076851,-69.166864,-65.586062,-60.171714,-71.989167,-72.524632,-71.768585,-91.364173,-79.907039,-83.539916,-49.140386,-76.308538,-68.100382,-54.179584,-55.565488,-73.331592,-80.680139,-59.267688,-71.429042,-97.382701,-76.663351,-27.069339,-36.691555,-42.517082,-43.179414,-33.283900,-50.791670,-46.258166,-71.329874,-43.672867,-31.855694,-20.375627,-28.762276,-26.383211,-32.829100,-59.388842,-48.932628,-55.064663,-39.400157,-28.891195,-26.199562,-35.292350,-39.335114,-36.674933,-57.993953,-38.132613,-46.037542,-24.535044,-31.197799,-39.272990,-26.859003,-23.179943,-33.363543,-33.225321,-30.372224,-26.398753,-52.672109,-32.922033
1073.497794,-58.949825,-76.780227,-90.466924,-73.604041,-70.973702,-67.966255,-99.560408,-95.761107,-82.476191,-80.814663,-80.264456,-82.053654,-92.277418,-89.176991,-79.876222,-75.733802,-80.342535,-67.440605,-70.100167,-60.884143,-77.184736,-65.941324,-72.878852,-73.864366,-83.377554,-79.529453,-54.131888,-76.439065,-67.312244,-58.148658,-67.946778,-95.946500,-88.253722,-59.964275,-81.825050,-102.429726,-80.843267,-30.727763,-34.371393,-41.861961,-38.960601,-38.339206,-31.976018,-52.247755,-52.054268,-45.090189,-30.298723,-24.146549,-19.306597,-28.749678,-34.973123,-47.819036,-38.754033,-50.330346,-37.673898,-33.405299,-26.911992,-40.487918,-32.751805,-37.785200,-40.494147,-41.603129,-42.027080,-29.526546,-31.328326,-38.484852,-30.828077,-35.561233,-55.978450,-40.798904,-31.068810,-36.794761,-57.719134,-37.101949
1189.977234,-54.095557,-78.112354,-102.044658,-77.743674,-64.383778,-64.073008,-102.664795,-89.406219,-86.793369,-84.249059,-80.319116,-88.833488,-89.023765,-107.643952,-81.403820,-81.120664,-83.090877,-79.224311,-81.476709,-64.535548,-74.368310,-72.093336,-85.376618,-85.058450,-87.710805,-95.159754,-56.352902,-80.152657,-65.685734,-60.815539,-66.560367,-84.626290,-77.250467,-65.692395,-77.064960,-105.318706,-84.874605,-25.873495,-35.703521,-53.439696,-43.100234,-31.749282,-28.082771,-55.352143,-45.699380,-49.407368,-33.733119,-24.201209,-26.086432,-25.496025,-53.440084,-49.346634,-44.140895,-53.078689,-49.457604,-44.781841,-30.563397,-37.671493,-38.903818,-50.282965,-51.688230,-45.936380,-57.657380,-31.747560,-35.041918,-36.858342,-33.494958,-34.174822,-44.658240,-29.795649,-36.796931,-32.034670,-60.608114,-41.133287
1319.095229,-66.373977,-81.046588,-81.160338,-76.304752,-66.519963,-71.205229,-80.702644,-79.537492,-81.065014,-76.722231,-95.258922,-81.882793,-86.012137,-81.806549,-76.514524,-80.825359,-84.488219,-88.505509,-77.307584,-81.417500,-87.750619,-76.330715,-86.391225,-86.578536,-81.599121,-96.222289,-59.427587,-78.476480,-63.778261,-68.186763,-66.357740,-77.078283,-86.069856,-64.911813,-71.301019,-106.064612,-85.939963,-38.151914,-38.637754,-32.555375,-41.661311,-33.885467,-35.214993,-33.389992,-35.830653,-43.679013,-26.206291,-39.141015,-19.135736,-22.484397,-27.602681,-44.457338,-43.845590,-54.476030,-58.738802,-40.612716,-47.445349,-51.053801,-43.141197,-51.297572,-53.208316,-39.824696,-58.719915,-34.822245,-33.365741,-34.950870,-40.866181,-33.972196,-37.110233,-38.615038,-36.016348,-26.270730,-61.354019,-42.198645
1462.223119,-67.797193,-74.121139,-88.226867,-75.239480,-68.769356,-68.019790,-92.578840,-82.789111,-82.118150,-76.871632,-76.433383,-86.513553,-89.016235,-89.059198,-86.824372,-86.365125,-96.861970,-93.573447,-90.590762,-71.131252,-85.982346,-79.890889,-84.907149,-84.888663,-79.006825,-95.444826,-70.174226,-85.422992,-63.071590,-70.689941,-65.495790,-87.552191,-86.522659,-65.905237,-83.274589,-106.299883,-74.610029,-39.575131,-31.712305,-39.621905,-40.596040,-36.134860,-32.029553,-45.266187,-39.082272,-44.732149,-26.355692,-20.315476,-23.766496,-25.488495,-34.855329,-54.767186,-49.385356,-66.849782,-63.806740,-53.895895,-37.159101,-49.285529,-46.701371,-49.813496,-51.518443,-37.232400,-57.942452,-45.568884,-40.312253,-34.244199,-43.369359,-33.110245,-47.584142,-39.067841,-37.009772,-38.244300,-61.589291,-30.868711
1620.881042,-63.289843,-79.042989,-87.528307,-81.290951,-73.072416,-76.797281,-96.046836,-87.787190,-78.541024,-78.713304,-83.650831,-80.707959,-93.486403,-95.548556,-90.846794,-92.362692,-103.387807,-85.628150,-82.087970,-70.370895,-88.472906,-98.599318,-100.495203,-82.891170,-84.088130,-100.579219,-81.509669,-80.911417,-76.317496,-80.944450,-69.343611,-88.515015,-87.780075,-80.790712,-73.127188,-114.742776,-90.369327,-35.067781,-36.634155,-38.923345,-46.647510,-40.437920,-40.807044,-48.734183,-44.080351,-41.155023,-28.197364,-27.532924,-17.960902,-29.958663,-41.344688,-58.789608,-55.382923,-73.375618,-55.861443,-45.393103,-36.398743,-51.776088,-65.409800,-65.401551,-49.520951,-42.313705,-63.076845,-56.904327,-35.800678,-47.490104,-53.623869,-36.958066,-48.546966,-40.325258,-51.895248,-28.096898,-70.032184,-46.628009
1796.754079,-82.763423,-77.085256,-81.196423,-84.099844,-67.486885,-66.854799,-83.062272,-81.938636,-82.531632,-77.559390,-82.953701,-92.816218,-90.707828,-100.342101,-91.244526,-96.568940,-98.348458,-90.953477,-84.491827,-84.347028,-84.525289,-89.467567,-91.583006,-89.331978,-84.735024,-103.304761,-68.671330,-86.471476,-76.980077,-71.907770,-76.084631,-90.474519,-86.762246,-71.236723,-77.662327,-103.506729,-77.331691,-54.541360,-34.676422,-32.591461,-49.456403,-34.852389,-30.864562,-35.749620,-38.231797,-45.145631,-27.043450,-26.835794,-30.069161,-27.180087,-46.138233,-59.187340,-59.589171,-68.336269,-61.186771,-47.796959,-50.374877,-47.828472,-56.278049,-56.489353,-55.961758,-42.960599,-65.802387,-44.065989,-41.360737,-48.152686,-44.587188,-43.699086,-50.506469,-39.307429,-42.341259,-32.632037,-58.796137,-33.590373
1991.710147,-78.590406,-82.313519,-85.109313,-82.292580,-84.207569,-75.097204,-96.161499,-84.493597,-93.191409,-82.345454,-80.396064,-94.816746,-92.360583,-102.478524,-94.326282,-90.935101,-106.118160,-90.467067,-90.965885,-83.079932,-87.386772,-84.812369,-110.179868,-92.900104,-111.083803,-107.849871,-82.643869,-81.952924,-83.268060,-76.717210,-75.599727,-88.880629,-87.757476,-76.636436,-73.249019,-111.361275,-84.618189,-50.368344,-39.904685,-36.504351,-47.649139,-51.573073,-39.106967,-48.848846,-40.786758,-55.805408,-31.829515,-24.278157,-32.069690,-28.832842,-48.274656,-62.269096,-53.955332,-76.105971,-60.700360,-54.271017,-49.107781,-50.689955,-51.622850,-75.086215,-59.529885,-69.309377,-70.347497,-58.038527,-36.842185,-54.440668,-49.396629,-43.214183,-48.912580,-40.302659,-47.740971,-28.218730,-66.650683,-40.876871
2207.819845,-74.706222,-80.725072,-101.898447,-90.427865,-80.809682,-79.231871,-88.835064,-84.036959,-95.455490,-89.951695,-90.932691,-89.916420,-96.090900,-99.174297,-96.438179,-97.797129,-107.674326,-97.184483,-100.025135,-84.948809,-90.789669,-83.616193,-102.716395,-100.840441,-92.587954,-113.035410,-82.164592,-89.864653,-99.412596,-78.579908,-73.158782,-92.965535,-88.924794,-73.490925,-82.890043,-105.208001,-88.166004,-46.484159,-38.316239,-53.293484,-55.784424,-48.175186,-43.241634,-41.522412,-40.330120,-58.069489,-39.435755,-34.814784,-27.169364,-32.563159,-44.970429,-64.380993,-60.817360,-77.662138,-67.417776,-63.330267,-50.976658,-54.092851,-50.426675,-67.622742,-67.470221,-50.813529,-75.533036,-57.559250,-44.753914,-70.585204,-51.259327,-40.773237,-52.997485,-41.469977,-44.595461,-37.859754,-60.497408,-44.424686
2447.378437,-73.983007,-78.716118,-84.895184,-84.747276,-78.573136,-77.738357,-93.105820,-97.092434,-84.047695,-92.214328,-97.842971,-96.578195,-98.223627,-92.903530,-90.860613,-92.250265,-94.769363,-91.402182,-99.681834,-84.944146,-96.686405,-87.275988,-97.155491,-85.042133,-91.960893,-101.547061,-86.583672,-84.475548,-72.972673,-73.373369,-74.210020,-95.221170,-76.906140,-74.265173,-69.713256,-102.358659,-75.861917,-45.760944,-36.307285,-36.290222,-50.103835,-45.938640,-41.748120,-45.793168,-53.385594,-46.661694,-41.698389,-41.725064,-33.831138,-34.695886,-38.699662,-58.803427,-55.270496,-64.757175,-61.635475,-62.986966,-50.971995,-59.989588,-54.086470,-62.061838,-51.671913,-50.186468,-64.044688,-61.978330,-39.364809,-44.145282,-46.052788,-41.824475,-55.253120,-29.451323,-45.369709,-24.682967,-57.648067,-32.120598
2712.930236,-84.782097,-83.039326,-88.920386,-91.386039,-75.246994,-76.616467,-99.112896,-87.572804,-84.360135,-92.562159,-95.164953,-95.569978,-97.569721,-101.200467,-98.888298,-102.469419,-119.387679,-99.576367,-96.182816,-89.534950,-89.839654,-94.101953,-95.529530,-100.940283,-90.522368,-103.132266,-85.794794,-81.312509,-81.631985,-87.915192,-75.569777,-86.426488,-82.692095,-84.449008,-76.995318,-113.695086,-84.068698,-56.560035,-40.630492,-40.315424,-56.742599,-42.612498,-40.626231,-51.800243,-43.865965,-46.974133,-42.046220,-39.047046,-32.822921,-34.041981,-46.996598,-66.831112,-65.489649,-89.375491,-69.809660,-59.487948,-55.562799,-53.142837,-60.912435,-60.435877,-67.570064,-48.747942,-65.629892,-61.189453,-36.201771,-52.804593,-60.594611,-43.184232,-46.458439,-35.237278,-55.553543,-31.965029,-68.984493,-40.327380
3007.295626,-89.971351,-86.258155,-84.926671,-101.434897,-83.130986,-85.648916,-97.887202,-94.104827,-97.059667,-102.209653,-100.987641,-105.070237,-104.611375,-110.691628,-93.721766,-109.830580,-102.648810,-103.266587,-100.836597,-87.877177,-95.576440,-97.709443,-109.194321,-90.346355,-89.324950,-97.575197,-83.782244,-88.662472,-85.115244,-86.836504,-79.369683,-92.552212,-83.320409,-86.199167,-88.403686,-106.724573,-93.194566,-61.749289,-43.849321,-36.321708,-66.791456,-50.496490,-49.658679,-50.574549,-50.397988,-59.673665,-51.693713,-44.869734,-42.323181,-41.083635,-56.487760,-61.664580,-72.850811,-72.636622,-73.499881,-64.141729,-53.905026,-58.879623,-64.519925,-74.100668,-56.976135,-47.550525,-60.072823,-59.176902,-43.551733,-56.287852,-59.515923,-46.984139,-52.584162,-35.865592,-57.303702,-43.373397,-62.013981,-49.453248
3333.601011,-86.104612,-94.864855,-96.206250,-101.519664,-89.950160,-84.777900,-102.355581,-90.262014,-88.053367,-94.116973,-110.917942,-100.956806,-106.055006,-99.431481,-113.888801,-94.605621,-98.493876,-109.650163,-112.749883,-89.432169,-105.734364,-87.864636,-93.505839,-92.673172,-95.209198,-108.446740,-92.985763,-91.123672,-81.729889,-82.372476,-87.082172,-97.112949,-86.915101,-77.470148,-78.161519,-111.115586,-94.361046,-57.882550,-52.456021,-47.601288,-66.876224,-57.315664,-48.787664,-55.042929,-46.555174,-50.667365,-43.601033,-54.800035,-38.209750,-42.527265,-45.227613,-81.831614,-57.625852,-68.481688,-79.883456,-76.055015,-55.460018,-69.037547,-54.675118,-58.412186,-59.302953,-53.434773,-70.944366,-68.380422,-46.012933,-52.902497,-55.051894,-54.696627,-57.144900,-39.460283,-48.574684,-33.131230,-66.404994,-50.619728
3695.312030,-83.122785,-93.955411,-93.621987,-87.605438,-77.623335,-74.453856,-97.286463,-98.990868,-88.169023,-98.917581,-94.174150,-91.992660,-99.498111,-99.922180,-94.575276,-100.887653,-106.544714,-100.457920,-107.213492,-87.476095,-107.454799,-88.952703,-99.897221,-87.806460,-89.585808,-112.328336,-91.780262,-99.123306,-81.918259,-87.497651,-94.775785,-96.104953,-103.823624,-92.643823,-78.508054,-107.521408,-99.111522,-54.900723,-51.546577,-45.017024,-52.961997,-44.988839,-38.463619,-49.973811,-55.284029,-50.783021,-48.401641,-38.056243,-29.245604,-35.970371,-45.718311,-62.518090,-63.907884,-76.532525,-70.691213,-70.518624,-53.503944,-70.757982,-55.763185,-64.803569,-54.436241,-47.811382,-74.825962,-67.174920,-54.012568,-53.090868,-60.177070,-62.390241,-56.136904,-56.368807,-63.748358,-33.477765,-62.810816,-55.370204
4096.270355,-102.082261,-97.985092,-114.894950,-85.306830,-83.500070,-82.293348,-100.794283,-93.047062,-104.792513,-96.291663,-104.717058,-94.379753,-105.131813,-102.643319,-89.431940,-91.859529,-105.641826,-108.712816,-103.355281,-93.185406,-93.381575,-109.232471,-103.976715,-87.574968,-94.655808,-110.943479,-92.658852,-119.961542,-104.906867,-99.421348,-93.477416,-120.372689,-96.999553,-91.312747,-103.647409,-110.937576,-119.383551,-73.860199,-55.576258,-66.289988,-50.663389,-50.865574,-46.303112,-53.481630,-49.340223,-67.406511,-45.775723,-48.599151,-31.632697,-41.604073,-48.439451,-57.374753,-54.879760,-75.629638,-78.946109,-66.660413,-59.213255,-56.684758,-76.042953,-68.883062,-54.204749,-52.881383,-73.441106,-68.053511,-74.850803,-76.079475,-72.100767,-61.091871,-80.404640,-49.544735,-62.417283,-58.617119,-66.226984,-75.642233
4540.734500,-82.325212,-96.671614,-97.277575,-93.154505,-80.863205,-78.560314,-98.589888,-96.347278,-106.223367,-92.835991,-106.566906,-88.265466,-111.637653,-94.557027,-88.589648,-85.859520,-93.802492,-97.940268,-100.247270,-87.021362,-79.993063,-90.911091,-86.531581,-78.344590,-100.720818,-103.752898,-87.173973,-103.205583,-99.758983,-97.718819,-87.154328,-97.579191,-115.969470,-86.907922,-91.493298,-117.013522,-99.656269,-54.103149,-54.262780,-48.672613,-58.511064,-48.228709,-42.570077,-51.277235,-52.640438,-68.837365,-42.320051,-50.448999,-25.518410,-48.109912,-40.353158,-56.532462,-48.879751,-63.790304,-68.173562,-63.552402,-53.049211,-43.296246,-57.721573,-51.437928,-44.974371,-58.946393,-66.250524,-62.568631,-58.094844,-70.931591,-70.398237,-54.768783,-57.611142,-68.514653,-58.012458,-46.463008,-72.302929,-55.914951
5033.425045,-83.780004,-93.724915,-96.592816,-92.508610,-87.452169,-93.601455,-108.906391,-102.388416,-91.461552,-95.599872,-100.416657,-107.799463,-109.844975,-99.687122,-106.170550,-92.348503,-104.621125,-100.471291,-103.610821,-93.573551,-89.468996,-92.079327,-94.753923,-106.296339,-93.987350,-107.247926,-82.337979,-89.390605,-84.090325,-100.714596,-82.742985,-93.412785,-87.413635,-87.295879,-85.308085,-111.119483,-105.547128,-55.557942,-51.316081,-47.987854,-57.865170,-54.817673,-57.611219,-61.593738,-58.681576,-54.075550,-45.083933,-44.298750,-45.052406,-46.317235,-45.483254,-74.113364,-55.368734,-74.608936,-70.704584,-66.915953,-59.601400,-52.772179,-58.889808,-59.660271,-72.926120,-52.212925,-69.745552,-57.732637,-44.279866,-55.262933,-73.394015,-50.357441,-53.444735,-39.958818,-58.400414,-40.277796,-66.408891,-61.805809
5579.574777,-85.781094,-91.555324,-103.907622,-88.610929,-82.040114,-79.910962,-98.719340,-94.452232,-108.776475,-100.979908,-111.474580,-122.863404,-119.356884,-107.544483,-98.000605,-89.589455,-106.240665,-96.698537,-103.936921,-95.041042,-98.419043,-106.210742,-103.537252,-84.111314,-95.617173,-103.830853,-91.105258,-87.157946,-86.210626,-95.687924,-87.084515,-103.051230,-101.195500,-80.312202,-83.784141,-117.744637,-100.267414,-57.559031,-49.146490,-55.302660,-53.967489,-49.405618,-43.920725,-51.406687,-50.745393,-71.390474,-50.463968,-55.356673,-60.116347,-55.829144,-53.340614,-65.943418,-52.609686,-76.228477,-66.931830,-67.242054,-61.068891,-61.722226,-73.021224,-68.443599,-50.741095,-53.842748,-66.328480,-66.499916,-42.047207,-57.383234,-68.367342,-54.698971,-63.083180,-53.740683,-51.416738,-38.753851,-73.034045,-56.526096
6184.984264,-89.906519,-98.097327,-100.971837,-89.073384,-83.144733,-76.913247,-97.889143,-95.925390,-93.398946,-93.034832,-108.394601,-102.824606,-101.071796,-113.362096,-92.590236,-92.110522,-111.820625,-103.593000,-120.276323,-99.457751,-113.316025,-102.585115,-104.880036,-101.605539,-90.781515,-106.145635,-86.656930,-91.368955,-88.969437,-80.589830,-75.340602,-90.666581,-104.646348,-100.490648,-70.364953,-115.318373,-121.995172,-61.684457,-55.688493,-52.366874,-54.429944,-50.510236,-40.923010,-50.576490,-52.218551,-56.012944,-42.518892,-52.276694,-40.077549,-37.544056,-59.158228,-60.533050,-55.130753,-81.808436,-73.826293,-83.581456,-65.485600,-76.619208,-69.395597,-69.786384,-68.235319,-49.007090,-68.643261,-62.051588,-46.258216,-60.142046,-53.269248,-42.955057,-50.698532,-57.191531,-71.595184,-25.334664,-70.607781,-78.253854
6856.083460,-83.612656,-99.828195,-98.619990,-89.458676,-78.717319,-88.568744,-94.346289,-87.823245,-97.304346,-89.748854,-97.071803,-97.040844,-119.404741,-96.184723,-93.753848,-94.269807,-109.588553,-108.762548,-105.063263,-112.718792,-107.040768,-97.626404,-101.972435,-80.927650,-85.111270,-120.540228,-76.785658,-88.368266,-84.596365,-97.242796,-77.505060,-94.419733,-106.784305,-75.537533,-86.842055,-108.495245,-113.162690,-55.390593,-57.419361,-50.015027,-54.815236,-46.082823,-52.578508,-47.033637,-44.116406,-59.918345,-39.232914,-40.953896,-34.293788,-55.877001,-41.980855,-61.696662,-57.290038,-79.576364,-78.995842,-68.368395,-78.746641,-70.343951,-64.436886,-66.878783,-47.557430,-43.336844,-83.037854,-52.180316,-43.257527,-55.768974,-69.922215,-45.119516,-54.451683,-59.329487,-46.642068,-41.811766,-63.784653,-69.421371
7600.000000,-74.207199,-89.899973,-96.050431,-90.498262,-76.133972,-80.358644,-95.339719,-82.228059,-99.087189,-100.322850,-98.537318,-114.024085,-105.604446,-99.574566,-86.306034,-103.881455,-119.624898,-111.243478,-108.158940,-99.141234,-90.026196,-103.029493,-101.081903,-88.652422,-88.200642,-105.711951,-80.922565,-93.800222,-71.658178,-77.561317,-75.220711,-88.877004,-103.766331,-77.215063,-71.468368,-117.811334,-113.117859,-45.985136,-47.491139,-47.445468,-55.854822,-43.499476,-44.368407,-48.027066,-38.521219,-61.701188,-49.806910,-42.419411,-51.277029,-42.076705,-45.370697,-54.248848,-66.901686,-89.612709,-81.476771,-71.464072,-65.169083,-53.329379,-69.839975,-65.988251,-55.282203,-46.426217,-68.209578,-56.317223,-48.689483,-42.830786,-50.240736,-42.835166,-48.908954,-56.311514,-48.319598,-26.438078,-73.100741,-69.376540
